ticker,period_end,filed_date,fiscal_year,fiscal_period,revenue,gross_profit,cost_of_revenue,operating_income,ebitda,net_income,r_and_d_expense,sga_expense,interest_expense,income_tax_expense,depreciation_amortization,total_assets,current_assets,total_equity,total_liabilities,current_liabilities,long_term_debt,total_debt,cash_and_equivalents,inventory,accounts_receivable,retained_earnings,operating_cash_flow,free_cash_flow,capex,investing_cash_flow,financing_cash_flow,eps_diluted,shares_outstanding,gross_margin,operating_margin,ebitda_margin,net_margin,roe,roa,asset_turnover,current_ratio,quick_ratio,working_capital,debt_to_equity,debt_ratio,net_debt,interest_coverage,capex_to_revenue,revenue_growth_yoy,operating_income_growth_yoy,net_income_growth_yoy
AAPL,2022-06-25,2022-07-29,2022,Q3,81434000000.0,35255000000.0,46179000000.0,24126000000,,21744000000,5717000000.0,5412000000.0,665000000.0,2625000000,,336309000000,112292000000.0,58107000000,278202000000.0,129873000000.0,108700000000.0,,,5433000000.0,21803000000.0,5289000000,,,,,,,,0.4329272785323084,0.296264459562345,,0.2670137780288332,1.4968248231710466,0.25861930546015716,0.9685616501491188,0.8646292916926536,0.8227961162058318,-17581000000.0,,0.8272213946103137,,36.2796992481203,,0.0,0.0,0.0
AAPL,2022-09-24,2022-10-28,2022,Q4,91671000000.0,38725000000.0,52946000000.0,23844000000,,18419000000,7841000000.0,7040000000.0,902000000.0,4935000000,8407000000.0,352755000000,135405000000.0,50672000000,302083000000.0,153982000000.0,,,,4946000000.0,28184000000.0,-3068000000,,,7905000000.0,,,,,0.4224345758200521,0.2601040678077036,,0.20092504717958787,1.4539785285759395,0.20885883970461086,1.0394863290385679,0.8793560286267226,0.8472353911496149,-18577000000.0,,0.8563535598361469,,26.434589800443458,0.08623228720096868,0.09970009596928983,0.0024384091482384596,-0.10374191036932509
AAPL,2022-12-31,2023-02-03,2023,Q1,117154000000.0,50332000000.0,66822000000.0,36016000000,,29998000000,7709000000.0,6607000000.0,1003000000.0,5625000000,2916000000.0,346747000000,128777000000.0,56727000000,290020000000.0,137286000000.0,109400000000.0,,,6820000000.0,23752000000.0,3240000000,,,3787000000.0,,,,,0.42962254809908323,0.30742441572630896,,0.2560561312460522,2.1152537592328167,0.3460505786639827,1.3514637473431637,0.9380199000626429,0.888342584094518,-8509000000.0,,0.8364023336899814,,35.90827517447657,0.03232497396589105,-0.054790431239662755,-0.13189355958349402,-0.13375685821542016
AAPL,2023-04-01,2023-05-05,2023,Q2,94836000000.0,41976000000.0,52860000000.0,28318000000,,24160000000,7457000000.0,6201000000.0,691000000.0,4222000000,,332160000000,112913000000.0,62158000000,270002000000.0,120075000000.0,107600000000.0,,,7482000000.0,17936000000.0,4336000000,,,,,,,,0.44261672782487665,0.2985996878822388,,0.25475557805052934,1.554747578750925,0.2909441233140655,1.1420520231213873,0.9403539454507599,0.8780428898605038,-7162000000.0,,0.8128672928709055,,40.98118668596237,,-0.025103312156911122,-0.05540545048200407,-0.03398640543782487
AAPL,2023-07-01,2023-08-04,2023,Q3,81797000000.0,36413000000.0,45384000000.0,22998000000,,19881000000,7442000000.0,5973000000.0,998000000.0,2852000000,,335038000000,122659000000.0,60274000000,274764000000.0,124963000000.0,105300000000.0,,,7351000000.0,19549000000.0,1408000000,,,,,,,,0.44516302553883397,0.2811594557257601,,0.24305292370135825,1.3193748548296114,0.23735815041875846,0.9765698219306467,0.9815625425125837,0.9227371301905364,-2304000000.0,,0.8200980187322036,,23.044088176352705,,0.004457597563671194,-0.04675453867197214,-0.08567880794701986
AAPL,2023-09-30,2023-11-03,2023,Q4,89498000000.0,40427000000.0,49071000000.0,26969000000,,22956000000,7307000000.0,6151000000.0,1241000000.0,4042000000,8603000000.0,352583000000,143566000000.0,62146000000,290437000000.0,145308000000.0,105103000000.0,,,6331000000.0,29508000000.0,-214000000,,,7172000000.0,,,,,0.4517084180652082,0.30133634271156895,,0.25649735189613176,1.4775528593956169,0.2604322953744225,1.0153410686278124,0.9880116717592975,0.9444421504665951,-1742000000.0,,0.8237407929480435,,21.731668009669622,0.08013586895796554,-0.023704333976939274,0.13106022479449755,0.24632173299310495
AAPL,2023-12-30,2024-02-02,2024,Q1,119575000000.0,54855000000.0,64720000000.0,40373000000,,33916000000,7696000000.0,6786000000.0,,6407000000,2848000000.0,353514000000,143692000000.0,74100000000,279414000000.0,133973000000.0,106000000000.0,,,6511000000.0,23194000000.0,8242000000,,,2392000000.0,,,,,0.4587497386577462,0.337637466025507,,0.2836378841731131,1.8308232118758434,0.38375849329870954,1.3529874347267719,1.072544467915177,1.0239451232711068,9719000000.0,,0.7903901967107385,,,0.02000418147606105,0.02066510746538744,0.12097401155042203,0.13060870724714982
AAPL,2024-03-30,2024-05-03,2024,Q2,94836000000.0,41976000000.0,52860000000.0,28318000000,,24160000000,7457000000.0,6201000000.0,,4222000000,,337411000000,128416000000.0,74194000000,263217000000.0,123822000000.0,102600000000.0,,,6232000000.0,21837000000.0,4339000000,,,,,,,,0.44261672782487665,0.2985996878822388,,0.25475557805052934,1.3025312019839879,0.28641626977188056,1.1242786986790592,1.0371016459110658,0.9867713330425933,4594000000.0,,0.7801079395751769,,,,0.0,0.0,0.0
AAPL,2024-06-29,2024-08-02,2024,Q3,85777000000.0,39678000000.0,46099000000.0,25352000000,,21448000000,8006000000.0,6320000000.0,,4046000000,,331612000000,125435000000.0,66708000000,264904000000.0,131624000000.0,98300000000.0,,,6165000000.0,22795000000.0,-4726000000,,,,,,,,0.462571551814589,0.29555708406682446,,0.25004371801298714,1.2860826287701626,0.25871198870969686,1.0346670204938302,0.9529796997508053,0.9061417370692275,-6189000000.0,,0.7988371952764074,,,,0.04865704121178038,0.10235672667188452,0.0788189728886877
AAPL,2024-09-28,2024-11-01,2024,Q4,90847000000.0,44174000000.0,46673000000.0,29173000000,,14212000000,8211000000.0,6790000000.0,,15074000000,8597000000.0,364980000000,152987000000.0,56950000000,308030000000.0,176392000000.0,96662000000.0,,,7286000000.0,33410000000.0,-19154000000,,,7055000000.0,,,,,0.48624610609045976,0.321122326549033,,0.15643884773300165,0.9982089552238806,0.1557564798071127,0.9956381171571045,0.8673125765340832,0.8260068483831466,-23405000000.0,,0.8439640528248123,,,0.07765804044162163,0.015072962524302218,0.08172346026919797,-0.3809025962711274
AAPL,2024-12-28,2025-01-31,2025,Q1,124300000000.0,58275000000.0,66025000000.0,42832000000,45912000000.0,36330000000,8268000000.0,7175000000.0,,6254000000,3080000000.0,344085000000,133240000000.0,66758000000,277327000000.0,144365000000.0,94800000000.0,96799000000.0,30299000000.0,6911000000.0,29639000000.0,-11221000000,29935000000.0,26995000000.0,2940000000.0,9792000000.0,-39371000000.0,2.4,15150865000.0,0.4688254223652454,0.34458567980691873,0.36936444086886566,0.2922767497988737,2.176817759669253,0.42233750381446444,1.444991789819376,0.9229383853427077,0.8750666712845911,-11125000000.0,1.4499985020521886,0.80598398651496,66500000000.0,,0.023652453740949316,0.03951494877691825,0.06090704183488965,0.07117584620827928
AAPL,2025-03-29,2025-05-02,2025,Q2,95359000000.0,44867000000.0,50492000000.0,29589000000,32250000000.0,24780000000,8550000000.0,6728000000.0,,4530000000,,331233000000,118674000000.0,66796000000,264437000000.0,144571000000.0,92200000000.0,98186000000.0,28162000000.0,6269000000.0,26136000000.0,-15552000000,23952000000.0,20881000000.0,,2917000000.0,-29006000000.0,1.65,15056133000.0,0.47050619238876246,0.31029058610094484,0.33819566060885703,0.25986010759341016,1.4839211928858016,0.29924554618652127,1.1515640047942084,0.8208700223419635,0.7775072455748386,-25897000000.0,1.4699383196598599,0.7983413488390347,70024000000.0,,,0.005514783415580581,0.04488311321421004,0.02566225165562914
AAPL,2025-06-28,2025-08-01,2025,Q3,85777000000.0,39678000000.0,46099000000.0,25352000000,31032000000.0,21448000000,8006000000.0,6320000000.0,,4046000000,,331495000000,122491000000.0,65830000000,265665000000.0,141120000000.0,91800000000.0,101698000000.0,36269000000.0,5925000000.0,27557000000.0,-17607000000,27867000000.0,24405000000.0,,5073000000.0,-24833000000.0,1.57,14948179000.0,0.462571551814589,0.29555708406682446,0.3617753010713828,0.25004371801298714,1.3032356068661703,0.2588033002006063,1.0350322025973242,0.8679917800453515,0.8260062358276644,-18629000000.0,1.5448579674920249,0.8014148026365405,65429000000.0,,,0.0,0.0,0.0
AAPL,2025-09-27,2025-10-31,2025,Q4,110725000000.0,52381000000.0,58344000000.0,35277000000,35554000000.0,29452000000,9726000000.0,7378000000.0,,5889000000,8618000000.0,359241000000,147957000000.0,73733000000,285508000000.0,165631000000.0,90678000000.0,98657000000.0,35934000000.0,5718000000.0,39777000000.0,-14264000000,29728000000.0,26486000000.0,9775000000.0,-2587000000.0,-27476000000.0,1.85,14863609000.0,0.47307292842628135,0.3186001354707609,0.32110182885527205,0.26599232332354933,1.5977649085212862,0.3279358425124081,1.2328770936502236,0.8932929222186667,0.858770399261008,-17674000000.0,1.3380304612588665,0.7947533828265705,62723000000.0,,0.08828177918265974,0.21880744548526643,0.20923456620848044,1.072333239515902
AAPL,2025-12-27,2026-01-30,2026,Q1,143756000000.0,69231000000.0,74525000000.0,50852000000,54066000000.0,42097000000,10887000000.0,7492000000.0,,8905000000,3214000000.0,379297000000,158104000000.0,88190000000,291107000000.0,162367000000.0,88500000000.0,90509000000.0,45317000000.0,5875000000.0,39921000000.0,-2177000000,53925000000.0,51552000000.0,2373000000.0,-4886000000.0,-39656000000.0,2.84,14810356000.0,0.4815868555051615,0.35373827875010433,0.3760956064442528,0.292836472912435,1.9093774804399593,0.44394761888440987,1.5160257001769062,0.9737446648641658,0.9375612039392242,-4263000000.0,1.0262954983558226,0.7674909108165896,45192000000.0,,0.016507137093408276,0.15652453740949315,0.18724318266716475,0.15873933388384256
GOOGL,2020-03-31,2020-04-29,2020,Q1,41159000000.0,,18982000000.0,7977000000,,6836000000,6820000000.0,2880000000.0,21000000.0,921000000,,273403000000,147018000000.0,203659000000,69744000000.0,40189000000.0,3960000000.0,,,889000000.0,21825000000.0,151068000000,,,6005000000.0,,,,,,0.1938093734055735,,0.16608761145800433,0.13426364658571435,0.10001353313606653,0.6021733485001993,3.658165169573764,3.6360446888452063,106829000000.0,,0.25509595724992046,,379.85714285714283,0.1458976165601691,,,
GOOGL,2020-06-30,2020-07-31,2020,Q2,38297000000.0,,18553000000.0,6383000000,,6959000000,6875000000.0,2585000000.0,13000000.0,1318000000,,278492000000,149069000000.0,207322000000,71170000000.0,43658000000.0,2963000000.0,,,815000000.0,21201000000.0,151681000000,,,5391000000.0,,,,,,0.1666710186176463,,0.1817113612032274,0.13426457394777205,0.09995260187007167,0.5500624793530874,3.4144715745109715,3.395803747308626,105411000000.0,,0.2555549171969033,,491.0,0.14076820638692325,,,
GOOGL,2020-09-30,2020-10-30,2020,Q3,46173000000.0,,21117000000.0,11213000000,,11247000000,6856000000.0,2756000000.0,48000000.0,2112000000,,299243000000,164369000000.0,212920000000,86323000000.0,48200000000.0,,,,835000000.0,24925000000.0,155567000000,,,5406000000.0,,,,,,0.24284755159941956,,0.24358391267623936,0.21129062558707495,0.1503393563090866,0.617197394759443,3.4101452282157676,3.3928215767634855,116169000000.0,,0.2884712424350778,,233.60416666666666,0.11708141121434605,,,
GOOGL,2020-12-31,2021-02-03,2020,Q4,,,26080000000.0,15651000000,,15227000000,7022000000.0,2831000000.0,53000000.0,3462000000,,319616000000,174296000000.0,222544000000,97072000000.0,56834000000.0,15319000000.0,,,728000000.0,30930000000.0,163401000000,,,5479000000.0,,,,,,,,,0.27368969731828313,0.19056617941529835,,3.0667558151810534,3.053946581271774,117462000000.0,,0.3037144573488186,,295.3018867924528,,,,
GOOGL,2021-03-31,2021-04-28,2021,Q1,55314000000.0,,24103000000.0,16437000000,,17930000000,7485000000.0,2773000000.0,76000000.0,3353000000,,327095000000,172137000000.0,230013000000,97082000000.0,55453000000.0,,,,888000000.0,28006000000.0,170580000000,,,5942000000.0,,,,,,0.2971580431717106,,0.32414940159814876,0.3118084629999174,0.21926351671532734,0.6764273376236262,3.104196346455557,3.0881827854218886,116684000000.0,,0.29680062367202187,,216.27631578947367,0.10742307553241494,0.343910201899949,1.060549078600978,1.622878876535986
GOOGL,2021-06-30,2021-07-28,2021,Q2,61880000000.0,,26227000000.0,19361000000,,18525000000,7675000000.0,3341000000.0,76000000.0,3460000000,,335387000000,175697000000.0,237565000000,97822000000.0,55741000000.0,,,,907000000.0,31967000000.0,176939000000,,,,,,,,,0.312879767291532,,0.29936974789915966,0.3119146338896723,0.22093879607736733,0.7380131012829955,3.152024542078542,3.135752856963456,119956000000.0,,0.2916690271238897,,254.75,,0.6157923597148601,2.0332132226225914,1.6620204052306367
GOOGL,2021-09-30,2021-10-27,2021,Q3,65118000000.0,,27621000000.0,21031000000,,18936000000,7694000000.0,3256000000.0,77000000.0,4128000000,,347403000000,184110000000.0,244567000000,102836000000.0,61782000000.0,,,,1278000000.0,34047000000.0,183782000000,,,,,,,,,0.3229675358579809,,0.290795171841887,0.30970654258342295,0.21802920527456585,0.7497690002677007,2.9799941730601147,2.9593085364669323,122328000000.0,,0.29601356349830027,,273.12987012987014,,0.410304723539731,0.8755908320699188,0.6836489730594826
GOOGL,2021-12-31,2022-02-02,2021,Q4,,,32988000000.0,21885000000,,20642000000,8708000000.0,4140000000.0,117000000.0,3760000000,,359268000000,188143000000.0,251635000000,107633000000.0,64254000000.0,15440000000.0,,,1170000000.0,39304000000.0,191484000000,,,18698000000.0,,,,,,,,,0.32812605559639957,0.22982286204170702,,2.928113424845146,2.9099044417468174,123889000000.0,,0.2995897213222441,,187.05128205128204,,,0.39831320682384513,0.3556183095816641
GOOGL,2022-03-31,2022-04-27,2022,Q1,55314000000.0,,29599000000.0,20094000000,,16436000000,9119000000.0,3374000000.0,76000000.0,2498000000,,357096000000,177853000000.0,254004000000,103092000000.0,61948000000.0,,,,1369000000.0,34703000000.0,195221000000,,,9786000000.0,,,,,,0.36327150450157286,,0.29713996456593267,0.2588305695973292,0.1841073548849609,0.6195980912695745,2.871004713630787,2.8489055336734035,115905000000.0,,0.28869547684656227,,264.39473684210526,0.17691723614274868,0.0,0.22248585508304436,-0.08332403792526492
GOOGL,2022-06-30,2022-07-27,2022,Q2,69685000000.0,,26227000000.0,19361000000,,18525000000,7675000000.0,3341000000.0,76000000.0,3460000000,,355185000000,172371000000.0,255419000000,99766000000.0,61354000000.0,,,,1980000000.0,35707000000.0,196845000000,,,,,,,,,0.27783597617851763,,0.2658391332424482,0.29011154221103364,0.20862367498627477,0.7847741317904754,2.809450076604622,2.777178342080386,111017000000.0,,0.28088460942888915,,254.75,,0.126131221719457,0.0,0.0
GOOGL,2022-09-30,2022-10-26,2022,Q3,69092000000.0,,27621000000.0,21031000000,,18936000000,7694000000.0,3256000000.0,77000000.0,4128000000,,358255000000,166109000000.0,253626000000,104629000000.0,65979000000.0,,,,3156000000.0,34697000000.0,196220000000,,,,,,,,,0.30439124645400334,,0.27406935679962946,0.29864446074140666,0.2114248231008639,0.7714281726703047,2.517604086148623,2.4697706846117704,100130000000.0,,0.2920517508478598,,273.12987012987014,,0.06102767284007494,0.0,0.0
GOOGL,2022-12-31,2023-02-03,2022,Q4,88745000000.0,,42756000000.0,14356000000,,6075000000,15012000000.0,5753000000.0,128000000.0,1270000000,,365264000000,164795000000.0,256144000000,109120000000.0,69300000000.0,15312000000.0,,,2670000000.0,40258000000.0,195563000000,,,21699000000.0,,,,,,0.16176686010479463,,0.0684545608203279,0.09486851146230245,0.0665272241447282,0.9718450216829472,2.377994227994228,2.3394660894660895,95495000000.0,,0.29874282710587413,,112.15625,0.24450954983379344,,-0.3440255883024903,-0.7056971223718632
GOOGL,2023-03-31,2023-04-26,2023,Q1,69787000000.0,,30612000000.0,17415000000,,15051000000,11468000000.0,3759000000.0,80000000.0,3154000000,,369491000000,161985000000.0,260894000000,108597000000.0,68854000000.0,,,,2315000000.0,36036000000.0,196625000000,,,6289000000.0,,,,,,0.24954504420594092,,0.21567054035851949,0.23076038544389676,0.16293766289300687,0.755493367903413,2.35258663258489,2.318964766026665,93131000000.0,,0.2939097298716342,,217.6875,0.09011707051456574,0.261651661423871,-0.1333233801134667,-0.0842662448284254
GOOGL,2023-06-30,2023-07-26,2023,Q2,74604000000.0,,31916000000.0,21838000000,,18368000000,10588000000.0,3481000000.0,43000000.0,3535000000,,383044000000,168788000000.0,267141000000,115903000000.0,77709000000.0,,,,2231000000.0,38804000000.0,200884000000,,,,,,,,,0.2927188890676103,,0.2462066377137955,0.27503078898409455,0.19181086245966522,0.7790645461095853,2.1720521432523903,2.1433424699841717,91079000000.0,,0.30258403734296846,,507.86046511627904,,0.07058907942885843,0.1279376065285884,-0.008475033738191633
GOOGL,2023-09-30,2023-10-25,2023,Q3,69092000000.0,,31158000000.0,17135000000,,13910000000,10273000000.0,3597000000.0,101000000.0,2323000000,,396711000000,176310000000.0,273202000000,123509000000.0,86295000000.0,,,,2957000000.0,41020000000.0,205647000000,,,,,,,,,0.24800266311584554,,0.20132576854049672,0.20365883119450076,0.14025323220177913,0.6966481897401383,2.0431079436815573,2.0088417637174807,90015000000.0,,0.31133243091318363,,169.65346534653466,,0.0,-0.18525034472920926,-0.26542036332910857
GOOGL,2023-12-31,2024-01-31,2023,Q4,93911000000.0,,39646000000.0,27905000000,,26466000000,13098000000.0,5588000000.0,84000000.0,2910000000,,402392000000,171530000000.0,283379000000,119013000000.0,81814000000.0,14862000000.0,,,,47964000000.0,211247000000,,,25962000000.0,,,,,,0.2971430396865117,,0.2818200210837921,0.373577435166332,0.26308674128710313,0.9335275055170082,2.096584936563424,2.096584936563424,89716000000.0,,0.29576383228294795,,332.20238095238096,0.2764532376398931,0.05821173023832329,0.9437865700752298,3.356543209876543
GOOGL,2024-03-31,2024-04-26,2024,Q1,69787000000.0,,33712000000.0,25472000000,,23662000000,11903000000.0,3026000000.0,94000000.0,4653000000,3413000000.0,407350000000,165471000000.0,292844000000,114506000000.0,76997000000.0,,,,,44552000000.0,219770000000,,,12012000000.0,,,,,,0.3649963460243312,,0.3390602834338774,0.3232027973938343,0.2323505584877869,0.6852780164477722,2.149057755496967,2.149057755496967,88474000000.0,,0.28109979133423346,,270.97872340425533,0.17212374797598406,0.0,0.46264714326729833,0.572121453724005
GOOGL,2024-06-30,2024-07-24,2024,Q2,74604000000.0,,31916000000.0,21838000000,,18368000000,10588000000.0,3481000000.0,,3535000000,,414770000000,161995000000.0,300753000000,114017000000.0,77913000000.0,,,,,47087000000.0,226033000000,,,,,,,,,0.2927188890676103,,0.2462066377137955,0.24429349000674971,0.17713913735323192,0.7194734431130506,2.079178057577041,2.079178057577041,84082000000.0,,0.27489210887962,,,,0.0,0.0,0.0
GOOGL,2024-09-30,2024-10-30,2024,Q3,88268000000.0,,36474000000.0,28521000000,,26301000000,12447000000.0,3599000000.0,,5405000000,,430266000000,157541000000.0,314119000000,116147000000.0,80803000000.0,,,,,49104000000.0,235317000000,,,,,,,,,0.3231182308424344,,0.2979675533602211,0.33491765859435435,0.2445092105813613,0.820590053594753,1.9496924619135427,1.9496924619135427,76738000000.0,,0.26994231475412883,,,,0.27754298616337636,0.6644878902830464,0.8907979870596693
GOOGL,2024-12-31,2025-02-05,2024,Q4,117359000000.0,55856000000.0,44204000000.0,36559000000,36501000000.0,31787000000,14388000000.0,4082000000.0,,6104000000,11898000000.0,450256000000,163711000000.0,325084000000,125172000000.0,89122000000.0,12000000000.0,22574000000.0,23466000000.0,,52340000000.0,245084000000,39113000000.0,24837000000.0,40523000000.0,-16180000000.0,-19036000000.0,2.15,12348000000.0,0.47594134237680963,0.31151424262306254,0.31102003254969796,0.2708526827938207,0.39112352499661623,0.28239046231477205,1.0425979886997618,1.8369313974102914,1.8369313974102914,74589000000.0,0.06944051383642381,0.27800184783767456,-892000000.0,,0.34529094487853507,0.24968321069949206,0.31012363375739116,0.20105040429229956
GOOGL,2025-03-31,2025-04-25,2025,Q1,90234000000.0,53873000000.0,36361000000.0,30606000000,46310000000.0,34540000000,13556000000.0,3539000000.0,,7249000000,4487000000.0,475374000000,162052000000.0,345267000000,130107000000.0,91654000000.0,10886000000.0,23564000000.0,23264000000.0,,51000000000.0,262628000000,36150000000.0,18953000000.0,17197000000.0,-16194000000.0,-20201000000.0,2.81,12291000000.0,0.5970365937451515,0.3391847862224882,0.5132211804862912,0.38278254316554733,0.40015408365120325,0.29063432160782876,0.7592674399525426,1.7680843171056364,1.7680843171056364,70398000000.0,0.06824863076981003,0.2736939756907193,300000000.0,,0.19058226389165947,0.29299153137403816,0.20155464824120603,0.4597244527089849
GOOGL,2025-06-30,2025-07-24,2025,Q2,,57389000000.0,35507000000.0,27425000000,39192000000.0,23619000000,11860000000.0,3158000000.0,,3932000000,,502053000000,166216000000.0,362916000000,139137000000.0,87310000000.0,23607000000.0,35559000000.0,21036000000.0,,55048000000.0,275760000000,27747000000.0,5301000000.0,,-24544000000.0,-5832000000.0,2.31,12198000000.0,,,,,0.2603247032371127,0.18817933564783001,,1.9037452754552744,1.9037452754552744,78906000000.0,0.09798135105644282,0.2771360792585643,14523000000.0,,,,0.25583844674420736,0.2858776132404181
GOOGL,2025-09-30,2025-10-30,2025,Q3,,60977000000.0,41369000000.0,31228000000,49741000000.0,34979000000,15151000000.0,7393000000.0,,9008000000,,536469000000,173947000000.0,386867000000,149602000000.0,99550000000.0,21607000000.0,33713000000.0,23090000000.0,,57148000000.0,297226000000,48414000000.0,24461000000.0,,-27777000000.0,-18383000000.0,2.87,12203000000.0,,,,,0.36166434459387853,0.26080910546555347,,1.7473329984932195,1.7473329984932195,74397000000.0,0.08714364368116174,0.27886420277779334,10623000000.0,,,,0.09491252059885698,0.3299494315805483
